nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS0000B15943/Dyadobacter,1,1,2,2,0,0,1,1,1,0,2,0,1,2,1,2,1,1,1,1,0,1,2,1,1,1,0,2,2,1,0,0,0,0,2,2,1,0,1,1,0,0,1,3,2,3,0,3,2,1,0,0,1,3,2,1,3,1,2,1,1,1,1,0,tRNA
URS0000B1594C/Omnitrophica,0,0,1,1,3,0,0,3,0,1,1,0,0,1,0,0,1,1,0,0,1,4,3,0,1,3,3,0,2,0,2,1,0,1,3,0,0,2,3,1,1,3,3,4,0,3,1,2,1,1,2,0,1,0,0,1,1,3,2,0,0,0,1,1,tRNA
URS0000B15951/Candidatus,2,1,3,1,0,0,1,0,1,1,1,2,0,1,1,1,1,0,0,1,1,0,0,1,2,0,0,3,1,1,1,1,0,2,2,0,2,2,1,0,0,2,2,0,2,3,1,2,0,0,2,1,1,2,1,3,3,0,0,2,0,1,2,0,tRNA
URS0000B1595F/Hydrogenimonas,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,2,0,1,1,0,3,3,0,1,0,0,0,0,2,0,2,0,2,1,0,2,3,2,1,5,2,4,0,0,2,1,1,1,2,0,3,3,2,2,1,0,2,0,tRNA
URS0000B15963/Chloroflexi,0,0,1,2,1,0,1,1,1,3,0,0,1,1,1,1,0,2,2,0,3,2,0,1,0,1,1,3,0,0,4,0,0,2,0,1,2,3,1,0,0,2,2,1,2,2,1,4,0,1,4,0,2,1,1,1,3,1,1,2,0,0,0,0,tRNA
URS0000B1596D/Streptomyces,0,0,2,0,1,0,1,1,0,2,0,1,0,1,1,0,1,0,1,0,2,4,1,1,0,2,4,2,1,1,2,1,0,0,3,1,0,3,4,1,0,5,3,1,1,2,0,2,0,0,2,0,0,1,1,2,3,2,1,0,1,0,0,0,tRNA
URS0000B15970/Actinobacteria,1,0,0,0,1,4,1,2,0,1,1,1,0,1,1,0,3,1,1,0,2,1,3,0,2,4,1,0,1,1,1,1,1,0,5,1,1,1,1,1,0,2,3,1,0,5,0,1,0,1,0,1,1,0,2,1,2,0,2,2,0,0,0,0,tRNA
URS0000B15978/Dehalococcoidia,2,2,0,0,0,1,0,3,0,1,1,1,0,3,3,0,3,2,0,0,1,1,1,0,3,2,0,4,0,1,1,1,2,0,3,2,2,1,4,1,0,1,6,1,1,1,1,1,1,0,0,0,0,0,3,1,2,1,4,1,0,2,1,1,tRNA
URS0000B1597A/Anaerobranca,0,0,1,0,1,2,0,4,0,1,1,1,0,1,1,0,1,1,3,3,2,2,1,2,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,1,0,1,2,3,3,4,1,2,1,1,0,0,1,3,2,0,2,3,1,1,2,0,0,0,tRNA
URS0000B1597E/Lentisphaerae,0,1,1,0,2,0,1,1,0,1,1,1,1,1,2,1,0,1,2,1,2,2,0,2,0,2,1,3,0,1,0,1,0,0,1,2,3,1,0,1,1,2,3,2,2,4,1,1,1,1,4,0,2,0,1,1,1,3,1,0,0,0,2,0,tRNA
URS0000B15981/Gammaproteobacteria,1,1,1,1,0,2,0,0,0,1,2,1,1,3,0,2,0,1,1,0,1,2,4,1,1,1,6,2,1,2,1,1,2,3,1,1,1,2,3,4,2,2,2,1,1,1,1,1,3,0,0,1,0,3,2,0,2,1,3,0,1,0,0,0,tRNA
URS0000B15988/Schwartzia,0,0,2,0,1,0,0,1,1,0,2,1,3,2,0,2,2,1,2,0,2,2,0,1,0,0,3,1,0,1,1,0,0,0,1,3,1,2,1,2,0,0,2,4,1,4,1,2,1,2,2,0,0,2,2,0,4,1,2,1,0,0,1,1,tRNA
URS0000B15989/Paenibacillus,0,1,4,1,1,3,1,0,1,3,4,0,0,1,0,0,4,0,2,0,1,1,1,5,1,2,0,0,0,1,0,2,1,1,2,1,0,1,3,0,4,0,3,4,3,1,1,2,1,1,1,0,0,2,1,1,1,1,1,0,1,3,1,0,tRNA
URS0000B1598E/Bacteroidetes,2,1,1,1,3,1,0,1,1,0,1,1,0,3,1,1,0,3,2,0,1,1,0,1,4,0,1,0,1,1,0,0,2,1,1,1,2,1,1,2,0,0,0,2,0,2,2,2,0,0,1,3,0,0,1,1,2,1,3,2,2,1,3,0,tRNA
URS0000B15997/Gammaproteobacteria,0,0,3,0,2,1,1,1,0,2,0,1,0,2,0,0,1,0,1,0,1,2,0,0,1,1,5,2,0,1,2,2,1,1,1,1,1,2,2,2,0,3,2,2,2,2,0,1,0,1,2,1,0,0,2,2,2,1,1,0,2,1,0,0,tRNA
URS0000B1599B/Candidatus,0,2,0,0,1,1,0,1,0,1,2,1,1,1,3,1,1,0,3,0,0,1,3,4,2,2,0,0,1,2,1,1,1,0,3,2,2,1,1,1,1,2,5,2,2,2,1,2,0,1,2,0,0,2,2,0,3,2,3,3,0,0,0,1,tRNA
URS0000B1599C/Parcubacteria,0,0,0,0,1,1,1,0,1,2,2,1,1,2,1,0,2,0,0,1,2,2,0,3,0,1,1,1,0,1,2,0,1,2,2,2,0,1,2,1,1,1,2,0,1,3,1,1,0,0,0,3,1,1,2,0,2,0,2,3,1,1,1,0,tRNA
URS0000B159AB/Mycolicibacterium,1,0,1,0,0,3,0,1,0,0,1,0,0,3,0,0,0,2,1,0,3,5,5,0,2,3,2,3,1,0,0,0,0,1,1,0,2,3,3,1,0,3,4,2,1,4,0,1,0,0,2,2,0,0,2,0,1,2,1,0,0,0,0,0,tRNA
URS0000B159B5/Lactobacillus,0,1,0,1,0,1,0,0,2,1,3,1,0,1,1,2,1,1,2,1,1,2,2,2,0,0,1,1,1,1,0,1,0,1,1,0,2,1,1,0,0,0,1,3,2,2,3,2,3,1,1,0,0,1,3,1,2,0,1,3,0,2,0,0,tRNA
URS0000B159C1/Candidatus,0,0,3,1,1,1,2,1,1,3,0,0,0,3,1,0,1,0,1,2,3,3,7,1,0,3,1,0,2,2,1,0,3,1,2,1,0,1,1,2,2,4,3,2,0,1,0,2,1,1,0,0,2,1,1,1,1,3,1,0,0,1,0,1,tRNA
URS0000B159D3/Candidatus,1,0,0,1,0,0,2,1,0,2,1,1,0,3,1,0,2,0,1,1,1,3,0,0,1,0,0,0,1,1,2,2,0,1,2,2,1,1,1,2,1,1,2,1,0,3,0,2,1,0,0,1,1,2,2,0,3,0,3,3,1,0,1,1,tRNA
URS0000B159DB/Gammaproteobacteria,0,0,1,1,2,2,0,0,1,1,0,1,0,2,1,0,1,0,0,1,1,2,2,2,2,2,4,0,0,1,2,1,1,1,5,0,0,1,2,2,1,2,3,2,1,3,0,2,1,0,1,0,1,0,1,2,1,2,2,1,0,2,0,0,tRNA
URS0000B159E0/Candidatus,1,0,2,0,0,3,3,1,0,1,0,2,0,1,0,0,1,1,1,1,3,1,0,0,0,3,5,1,2,0,1,0,0,0,3,1,2,4,0,2,0,2,1,0,2,4,0,1,0,1,1,1,0,1,1,1,2,1,1,1,1,0,0,0,tRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS00009F4EEB/Pseudomonas,7,6,8,4,7,7,5,10,5,6,5,5,5,8,5,6,10,8,4,2,4,10,3,7,8,9,9,6,7,4,5,7,10,10,5,5,4,5,10,5,3,4,9,7,5,5,9,7,6,5,6,4,8,6,9,4,5,8,5,7,6,4,3,3,tmRNA
URS0001BBF240/Bacillus,8,7,6,8,7,4,7,8,7,11,4,8,8,3,3,2,6,5,7,5,5,4,7,6,6,5,5,4,10,4,4,4,7,6,10,4,4,3,5,9,10,6,3,4,3,7,6,7,9,5,7,2,3,6,7,2,8,6,3,2,2,5,7,3,tmRNA
URS00000BC7F6/Enterococcus,11,8,8,8,4,3,7,7,5,5,3,10,5,5,5,6,6,3,3,7,1,4,5,5,4,6,2,6,7,8,3,6,6,2,4,6,6,2,1,9,5,4,3,6,11,5,5,8,10,7,10,2,4,4,10,5,8,6,6,2,8,5,5,8,tmRNA
URS0000130038/Pasteurella,7,8,5,7,4,4,9,7,10,7,4,5,9,7,4,6,9,4,9,2,6,8,7,4,3,9,4,3,4,5,5,3,7,5,9,5,2,3,8,6,5,3,9,9,5,7,3,9,17,1,4,5,4,3,7,4,8,6,3,5,4,7,2,0,tmRNA
URS000013DE96/Sphingobacterium,7,4,5,5,10,2,7,11,6,8,6,5,7,4,5,10,6,10,3,5,0,3,2,3,7,4,5,6,7,6,4,7,10,5,7,10,3,3,5,7,4,4,3,4,6,5,8,5,7,4,11,4,6,8,7,2,8,9,3,5,9,1,5,4,tmRNA
URS00008D6EEB/Achromobacter,9,5,5,4,5,3,6,5,6,5,9,5,5,7,7,9,8,12,7,3,2,9,3,7,2,6,5,7,6,1,6,2,6,7,6,4,9,4,8,9,0,6,7,8,4,8,1,8,12,2,3,3,8,2,6,1,9,6,8,4,5,5,5,3,tmRNA
URS00009C88DC/Mycobacterium,1,3,6,3,7,8,13,4,3,9,5,0,3,5,4,3,6,10,5,4,6,5,15,4,7,11,12,7,3,9,7,1,4,10,8,4,8,9,5,10,15,9,7,8,1,8,4,6,4,1,7,2,5,6,8,0,5,6,7,3,0,4,1,1,tmRNA
URS0000145530/Microcystis,6,6,13,3,7,6,8,8,2,6,7,5,6,11,5,7,12,7,5,3,3,10,7,7,2,5,4,12,6,4,3,9,7,5,2,6,6,3,3,10,8,3,2,3,8,9,2,7,14,6,6,6,3,7,7,5,11,3,2,7,6,9,5,0,tmRNA
URS0000A07F33/Mycobacterium,2,3,8,3,7,7,13,5,3,9,6,2,2,6,4,2,5,11,5,3,3,5,10,6,9,8,15,5,5,9,6,1,8,6,8,6,8,9,6,8,14,7,5,7,3,8,5,6,2,3,8,2,5,5,9,1,7,8,3,4,0,3,0,2,tmRNA
URS0000149451/Nitrosomonas,6,7,8,4,7,4,9,6,6,5,6,6,7,5,1,3,7,6,5,5,4,6,5,3,7,8,8,6,3,6,5,4,7,5,5,4,6,1,10,11,2,4,8,6,5,6,5,13,8,6,4,4,4,6,5,2,5,11,5,3,7,4,6,1,tmRNA
URS0000AE643B/Ponticoccus,7,5,5,6,8,7,11,3,4,8,4,3,3,4,1,1,7,6,2,6,3,9,7,5,7,6,11,7,7,3,7,7,9,7,4,6,5,8,6,5,4,6,11,4,3,9,5,4,3,1,4,3,5,7,5,5,1,9,8,3,5,4,5,2,tmRNA
URS000013B044/Candidatus,4,0,6,4,2,0,2,3,1,6,2,2,4,0,3,5,3,4,0,1,1,3,1,2,2,2,4,3,1,1,1,5,3,2,1,1,2,2,1,3,2,2,4,2,5,4,4,3,9,4,1,2,3,1,5,4,1,2,2,2,2,3,1,6,tmRNA
URS0000B71CAA/Mitsuaria,4,4,5,4,7,5,4,8,2,7,9,6,1,7,3,1,6,5,5,5,4,8,11,3,11,8,15,3,3,4,10,3,3,11,6,3,6,10,11,6,11,10,8,7,5,6,10,8,6,6,3,2,5,4,9,4,3,7,8,4,1,4,1,1,tmRNA
URS0000CB25BE/Brevibacterium,9,3,3,3,1,4,4,10,3,3,6,8,4,10,5,4,6,9,5,5,4,7,6,8,12,9,5,4,2,10,5,4,2,6,6,4,7,9,10,4,10,6,6,6,4,6,7,9,2,4,9,5,5,6,10,7,5,5,7,5,5,6,5,4,tmRNA
URS000015B3E5/Campylobacter,6,3,8,10,3,1,4,6,3,7,3,7,5,4,5,24,6,4,3,2,2,4,1,3,1,2,3,2,5,3,8,6,8,2,5,5,5,1,3,8,3,2,5,7,6,5,7,10,19,2,9,6,4,3,3,5,15,9,6,7,7,4,9,13,tmRNA
URS0000D12D6E/Lelliottia,10,7,9,3,4,8,3,6,9,6,6,8,6,6,4,3,14,4,7,0,7,6,1,7,6,7,9,2,4,3,7,1,7,2,6,10,2,3,10,9,6,6,11,4,4,6,6,9,10,2,5,3,3,8,6,3,3,7,3,6,4,6,5,2,tmRNA
URS0000DD3D6E/Cryobacterium,8,9,4,4,6,7,9,5,6,4,4,4,3,3,10,5,4,5,5,6,4,7,10,7,7,9,10,6,6,7,4,6,7,5,7,8,6,6,4,8,8,5,10,7,3,11,4,6,5,4,8,3,7,7,5,6,9,6,6,2,3,10,2,0,tmRNA
URS0000DE67FB/Rothia,5,5,3,1,3,5,10,7,5,9,10,4,7,5,2,4,7,7,7,2,7,3,6,7,6,11,10,5,2,9,10,2,7,5,11,3,8,10,6,10,10,7,4,13,3,6,8,7,4,4,9,6,5,5,8,2,7,7,5,3,1,4,6,4,tmRNA
URS0000D163DB/Lachnoclostridium,11,8,6,7,5,3,1,10,5,4,6,4,7,8,7,10,8,4,1,5,1,3,3,4,1,3,3,2,4,1,4,11,6,3,6,7,6,1,4,5,2,1,5,6,7,3,7,11,13,7,7,4,3,2,6,2,15,6,6,9,9,3,5,9,tmRNA
URS00002398F3/Staphylococcus,8,12,5,4,12,3,5,9,5,5,3,6,7,8,2,6,8,4,2,6,7,5,5,4,2,5,4,6,8,6,4,8,4,4,6,6,3,2,5,5,3,2,4,6,4,4,7,9,12,4,3,13,7,5,4,3,7,6,4,4,5,9,8,6,tmRNA
URS000028110C/Paenibacillus,8,5,5,3,7,7,3,7,3,8,5,2,4,5,4,1,6,11,1,3,5,9,7,7,4,6,10,7,5,9,4,5,1,4,7,4,4,3,8,11,8,8,14,8,6,4,9,7,8,6,3,3,5,4,10,3,4,7,6,4,0,5,7,3,tmRNA
URS0000C9E003/Streptomyces,7,6,5,2,7,6,7,7,5,8,9,3,4,7,5,4,5,7,7,5,5,7,12,5,10,9,14,8,4,3,7,4,9,6,10,3,8,10,7,7,12,4,11,7,2,10,7,8,6,4,4,7,3,12,6,4,6,4,6,3,0,10,1,1,tmRNA
URS0000E119FB/Maribacter,12,8,7,7,10,6,4,3,5,8,7,8,8,4,6,6,9,4,7,3,4,3,3,12,7,6,5,1,5,6,6,7,7,5,6,10,4,5,9,4,7,6,4,5,7,7,7,7,6,5,7,7,6,7,5,4,6,6,8,9,7,3,6,7,tmRNA
URS0000BC3FB8/Pantoea,12,5,6,3,5,8,4,8,6,9,4,3,6,8,5,2,10,6,6,1,5,5,4,5,5,8,7,4,6,3,7,4,6,2,8,7,2,0,12,10,6,5,9,7,4,6,4,10,11,3,6,3,3,8,5,3,5,8,3,7,3,4,5,3,tmRNA
URS000018D6D2/Hungateiclostridium,10,6,6,5,1,5,4,8,5,8,9,2,6,5,6,5,6,4,3,2,2,7,4,6,3,6,7,5,2,5,8,9,3,3,10,6,6,5,4,10,6,5,9,10,9,3,10,12,12,3,8,5,4,4,6,4,11,7,11,5,6,5,3,8,tmRNA
URS00003124BF/Rhodococcus,2,6,4,2,5,7,12,4,2,7,6,3,3,5,7,3,8,7,5,5,2,3,11,6,4,10,11,8,6,6,6,1,4,5,11,3,7,6,4,11,15,5,4,12,2,10,6,9,4,3,9,1,8,6,5,3,6,9,8,2,2,5,2,3,tmRNA
URS000018E01C/Staphylococcus,8,7,4,10,12,4,3,7,5,6,2,5,11,6,4,5,6,7,4,3,3,8,5,5,3,6,4,6,7,6,6,2,4,3,6,8,4,2,5,4,3,2,4,6,5,4,7,12,13,4,4,9,4,3,8,5,7,7,6,5,5,8,4,7,tmRNA
URS00005C8CE6/Streptomyces,1,2,1,7,5,9,8,1,5,4,10,2,2,4,6,4,4,5,9,4,3,10,12,12,9,10,13,7,3,9,4,1,5,5,7,4,6,8,10,8,12,8,6,4,3,12,8,12,3,6,2,6,2,9,9,5,6,9,8,4,2,8,3,4,tmRNA
URS000018FAF0/Alteromonas,6,4,8,7,4,10,6,6,9,9,5,5,10,6,1,5,10,4,10,0,3,4,3,5,6,8,7,4,4,3,5,5,9,5,10,9,6,4,7,4,5,3,9,3,5,5,5,7,10,3,4,3,8,5,3,4,3,5,7,6,4,5,3,5,tmRNA
URS0000198336/Enterococcus,11,7,7,8,4,3,7,6,5,6,3,8,4,5,7,9,8,4,4,5,1,6,6,4,3,7,5,6,6,4,3,8,5,4,5,6,7,2,3,8,4,4,5,7,10,5,3,9,14,6,6,1,3,6,10,5,8,7,5,2,8,6,5,4,tmRNA
URS0000C0BE88/Anaerococcus,11,8,4,3,7,6,3,7,7,5,6,4,5,4,4,9,4,6,5,5,4,4,6,4,4,8,6,4,5,4,4,7,9,5,4,6,4,6,7,7,8,1,7,4,3,7,4,8,6,3,10,5,6,4,4,2,7,6,9,2,4,5,4,3,tmRNA
URS0000E09443/Lactobacillus,13,1,5,13,7,2,6,8,3,9,2,7,7,4,4,2,2,3,3,7,1,5,2,4,3,8,9,6,8,4,6,4,3,3,4,7,4,2,6,9,6,2,4,5,8,8,6,15,9,8,9,3,1,7,10,2,9,7,6,4,9,4,7,9,tmRNA
URS0000537BD0/Bacillus,9,7,8,3,5,3,6,6,4,6,8,8,6,6,4,7,10,9,5,6,2,8,3,4,6,2,2,3,5,8,4,4,6,7,7,3,4,3,8,10,7,2,7,5,8,6,2,7,7,1,6,3,5,4,8,3,10,7,8,5,3,4,3,5,tmRNA
URS0000E3D364/Empedobacter,13,3,10,8,4,4,4,8,7,10,7,8,9,6,7,10,7,3,4,2,3,2,4,4,5,5,7,2,4,5,4,6,10,5,5,13,8,2,3,5,4,3,3,7,6,3,8,11,10,7,11,7,6,3,4,5,12,4,4,6,11,4,8,8,tmRNA
URS000059C8AF/Borrelia,14,4,5,10,4,1,0,11,4,6,4,6,10,3,5,19,7,2,4,2,0,3,2,2,3,2,1,0,6,3,4,9,6,3,3,6,3,1,1,4,5,0,5,3,2,4,5,16,16,3,11,11,8,4,0,7,6,8,5,7,13,5,9,23,tmRNA
URS00008E1247/Achromobacter,6,7,3,5,7,6,8,5,4,5,7,6,5,8,4,6,8,12,5,2,6,8,6,11,8,9,8,6,2,2,7,5,7,5,5,5,6,5,9,7,4,7,13,6,4,13,5,9,11,4,6,2,7,4,9,2,6,8,9,2,2,4,3,0,tmRNA
URS00009D20A6/Clostridioides,4,6,2,4,7,7,9,5,4,8,8,4,5,7,5,3,8,8,5,2,4,9,6,10,7,11,11,8,4,3,7,3,8,6,5,5,8,5,8,8,3,8,16,7,3,14,4,8,10,4,8,4,6,4,9,2,7,4,7,1,1,4,3,2,tmRNA
URS000060F5B3/Dinoroseobacter,3,4,4,1,6,2,8,3,3,4,3,2,1,1,1,3,6,6,1,0,1,5,1,0,3,5,6,6,5,1,4,4,7,4,4,1,4,4,4,6,0,4,5,5,2,3,6,3,3,1,4,1,3,1,4,3,1,8,3,2,2,3,1,0,tmRNA
URS000064F52C/Acidimicrobiaceae,5,11,10,1,9,5,9,4,9,1,9,3,2,5,7,2,6,10,4,4,3,9,8,5,15,10,11,4,3,2,7,0,12,6,6,4,9,7,12,7,8,5,12,6,1,9,8,8,1,6,2,5,3,5,5,2,5,6,6,8,2,6,1,1,tmRNA
URS0000650332/Leptospira,6,8,8,3,2,6,3,7,6,4,4,4,6,4,4,9,11,3,1,3,3,4,4,6,8,4,4,3,3,4,2,5,5,5,7,4,2,1,7,6,5,3,9,7,3,6,5,13,6,3,5,6,4,3,4,8,6,4,8,7,9,8,10,13,tmRNA
URS000066DE17/Faecalibacterium,8,4,3,4,4,3,7,9,3,3,4,3,2,6,7,4,3,6,2,6,6,10,4,6,9,10,8,2,3,4,9,5,4,9,9,1,5,3,9,7,6,8,15,10,4,8,3,4,6,5,4,1,4,4,7,6,4,8,7,3,4,4,4,4,tmRNA
URS0000670DE2/Lactobacillus,8,2,4,8,4,3,2,8,8,8,3,5,12,7,9,8,7,4,3,6,2,5,3,3,6,5,4,6,11,4,3,6,2,4,7,11,2,3,8,5,2,4,5,4,4,7,4,11,10,6,8,10,8,7,8,7,8,8,2,3,7,1,7,3,tmRNA
URS00001A6638/Xanthomonas,2,2,1,3,6,5,6,7,3,5,10,4,3,3,5,7,7,10,4,3,2,10,7,5,6,13,9,7,3,4,8,6,4,6,11,4,5,3,13,7,6,10,11,4,6,8,10,14,3,2,7,4,5,9,8,7,5,9,7,11,7,7,2,2,tmRNA
URS0000683C26/Bacteroides,8,1,7,8,5,2,4,7,5,10,5,6,3,10,5,11,7,2,3,2,2,4,9,7,4,8,8,5,3,6,5,6,10,5,9,7,8,1,6,3,5,5,8,5,6,6,12,14,8,5,8,8,6,6,6,6,12,6,6,10,6,5,7,2,tmRNA
URS00001AFEA7/Enterococcus,13,7,8,6,4,2,6,7,4,5,3,12,4,6,7,8,4,6,4,4,2,5,5,4,3,5,2,8,8,6,3,8,7,5,3,6,5,2,5,8,6,2,4,7,8,4,5,9,14,8,8,0,4,4,10,5,10,6,5,2,7,6,5,4,tmRNA
URS00001B534B/Streptococcus,15,6,6,15,6,2,2,6,3,3,3,8,8,6,4,10,5,7,5,3,4,5,1,1,3,7,2,2,6,3,4,5,3,1,4,4,6,0,2,10,4,1,4,6,10,5,4,9,9,6,7,8,5,3,8,3,7,7,4,7,10,3,10,10,tmRNA
URS0000696467/Rickettsia,20,8,12,11,5,7,6,8,7,5,5,11,17,9,1,16,14,6,1,6,3,6,5,4,4,5,6,5,9,7,5,13,10,4,6,7,7,1,8,6,2,6,10,9,7,9,6,10,14,7,6,16,4,7,11,12,9,9,8,6,16,4,11,10,tmRNA
URS0000A6EFCB/Staphylococcus,8,9,4,6,9,3,6,8,5,6,2,5,8,8,4,5,7,5,3,6,6,5,5,4,4,5,5,6,5,6,3,9,4,5,6,8,3,3,5,7,3,3,4,6,4,3,5,10,11,4,5,6,6,6,4,4,8,5,4,6,6,8,11,5,tmRNA
URS00006AF493/Methylobacterium,6,4,5,3,2,11,11,5,4,7,5,3,2,1,0,3,4,8,7,8,6,10,8,3,8,9,14,6,6,6,6,6,6,7,5,3,7,8,16,8,4,12,16,5,5,11,5,5,5,0,1,1,4,6,6,5,2,12,12,2,2,5,3,2,tmRNA
URS00006EC610/Vibrio,10,5,7,5,4,6,6,9,10,6,3,6,11,5,2,7,9,8,6,2,8,6,7,5,5,7,7,4,4,1,6,1,8,5,4,8,4,3,9,3,7,5,8,3,2,7,8,12,10,3,8,5,5,6,4,2,3,10,5,5,3,5,3,2,tmRNA
URS0000A6F13F/Rhizobium,7,5,3,4,4,5,9,4,4,4,5,1,4,3,5,4,7,5,3,6,1,5,6,5,1,10,10,5,3,4,1,5,6,4,3,3,5,5,9,7,2,6,10,4,5,5,6,4,7,2,2,4,3,3,3,3,5,6,6,6,6,5,5,4,tmRNA
URS00006EEEB1/Flavonifractor,6,0,5,3,6,4,8,4,8,8,8,5,2,1,6,2,2,7,3,4,2,11,7,1,6,5,11,5,7,6,5,5,8,9,7,3,1,8,13,6,5,13,15,7,3,2,3,11,9,4,5,2,2,5,8,2,6,2,2,6,4,4,5,1,tmRNA
URS00006FD6CE/Pseudoalteromonas,4,7,3,3,4,7,8,6,5,5,6,7,8,6,3,5,8,7,7,3,4,9,3,6,6,5,8,3,4,3,7,5,6,4,5,5,2,4,9,9,2,5,9,5,5,5,5,11,13,5,3,5,5,5,4,4,7,8,4,4,5,5,4,6,tmRNA
URS00001BB211/Paraburkholderia,6,8,6,4,4,3,7,6,7,3,6,7,2,5,8,3,6,6,6,4,2,7,6,4,4,11,10,6,6,11,5,3,7,6,7,2,9,7,16,7,4,5,10,8,7,7,2,6,8,5,3,2,4,4,10,2,7,8,3,9,3,3,2,1,tmRNA
URS0000ABEBB1/Candidatus,9,2,5,2,2,5,3,6,5,7,1,5,2,5,2,9,4,3,4,3,4,2,6,4,2,3,4,5,4,7,2,3,6,1,5,2,3,2,4,3,4,3,8,6,3,6,3,6,10,2,8,5,6,3,2,6,4,4,1,1,4,6,4,6,tmRNA
URS00001C7BCB/Streptococcus,13,7,4,13,3,2,1,8,6,4,4,8,6,5,8,7,8,5,8,3,4,3,1,2,2,5,2,3,5,4,6,3,5,2,5,3,9,2,2,8,3,0,3,8,9,2,5,13,8,7,5,4,4,4,8,3,9,8,4,8,6,5,10,9,tmRNA
URS0000AC1FCC/Deltaproteobacteria,6,5,5,4,5,3,4,6,8,7,9,3,3,3,2,12,7,3,3,4,2,9,5,3,3,7,8,4,1,2,9,5,6,5,10,5,5,2,8,4,9,6,6,5,4,4,4,12,10,0,9,5,4,5,4,6,4,7,1,6,11,7,5,7,tmRNA
URS00001DD89B/Lactobacillus,5,11,7,4,5,4,4,7,4,5,4,7,7,4,3,5,4,4,3,4,5,4,4,5,2,9,6,9,7,3,7,5,2,1,6,6,4,6,6,7,11,2,7,3,6,4,9,15,13,7,4,6,4,6,9,2,4,9,5,6,4,4,8,5,tmRNA
URS00001DDAB9/Bifidobacterium,9,5,3,4,5,4,9,5,3,5,8,3,2,6,6,4,3,5,3,4,6,9,8,11,11,13,7,7,2,8,6,5,3,5,10,5,8,6,5,9,8,9,11,8,3,12,9,8,6,4,9,4,4,7,11,2,6,6,7,5,3,5,4,2,tmRNA
URS00001DDBCF/Mesorhizobium,5,2,8,5,5,6,7,5,6,7,4,3,4,1,4,4,7,9,3,5,1,5,5,4,6,5,9,6,4,7,2,3,6,8,4,2,6,4,10,5,4,7,11,3,5,6,6,7,7,1,2,3,5,5,5,4,2,8,9,3,4,1,4,4,tmRNA
URS00001D58A6/Streptomyces,6,4,3,2,8,8,10,7,5,10,5,2,2,8,4,3,11,5,6,7,2,9,12,5,7,10,12,5,5,7,5,2,8,4,12,5,7,9,6,7,11,4,13,7,1,9,6,7,4,2,4,5,3,7,8,3,6,9,5,3,2,7,2,1,tmRNA
URS00001D630F/Mycobacterium,1,4,5,2,8,7,13,5,3,10,8,1,3,4,3,3,6,8,5,4,3,6,10,4,9,8,14,6,4,10,7,3,5,7,11,6,7,10,6,8,14,9,6,6,3,10,4,4,5,1,9,2,4,6,9,2,6,7,3,4,0,2,0,1,tmRNA
URS00001D67E4/Francisella,11,6,12,10,6,7,4,11,7,8,6,6,14,8,4,5,15,5,7,3,2,4,6,3,2,8,4,6,10,3,4,7,5,4,6,8,7,2,7,10,5,2,6,5,10,4,4,7,11,11,5,7,8,5,2,6,8,8,2,7,5,6,10,10,tmRNA
URS00001D866E/Bacteroides,9,3,9,8,4,1,9,6,6,10,5,5,9,4,6,8,7,3,4,2,3,3,3,7,5,5,4,9,4,5,6,3,12,6,8,8,7,1,2,5,8,2,7,5,4,10,6,14,5,3,8,8,7,5,6,5,7,9,7,9,6,5,12,10,tmRNA
URS0000E4AA89/Leptospira,5,9,10,3,2,7,4,8,5,4,3,4,7,5,2,4,9,5,2,4,3,5,4,6,6,4,4,5,6,5,5,6,5,4,5,4,4,3,6,7,7,4,9,6,4,7,4,11,6,3,4,5,4,1,7,8,7,3,10,7,3,11,8,8,tmRNA
